CensusId	TotalPop	State	County	Men	Women	White	Black	Native	Asian	Pacific	Employed	Unemployment	id
17137	35129	Illinois	Morgan	17761	17368	89.2	5.9	0.1	0.6	0.0	16089	8.3	17137
17139	14927	Illinois	Moultrie	7301	7626	97.2	0.3	0.1	0.2	0.0	6963	4.9	17139
17141	52397	Illinois	Ogle	26103	26294	88.0	1.0	0.0	0.3	0.0	24989	8.0	17141
17143	187112	Illinois	Peoria	90646	96466	71.2	17.3	0.3	3.7	0.0	85639	8.7	17143
17145	21810	Illinois	Perry	11572	10238	86.3	8.7	0.3	0.4	0.0	8312	8.0	17145
17147	16495	Illinois	Piatt	8171	8324	96.8	0.4	0.0	0.1	0.0	8451	6.3	17147
17149	16144	Illinois	Pike	8053	8091	95.7	1.2	0.6	0.4	0.0	7197	5.6	17149
17151	4331	Illinois	Pope	2242	2089	93.2	3.6	0.2	0.5	0.0	1469	10.0	17151
17153	5871	Illinois	Pulaski	2868	3003	63.5	32.0	0.2	0.2	0.0	1935	16.2	17153
17155	5822	Illinois	Putnam	2942	2880	93.1	0.2	0.0	0.3	0.0	2827	9.9	17155
17157	33069	Illinois	Randolph	17902	15167	85.6	10.3	0.1	0.3	0.0	13698	6.7	17157
17159	16127	Illinois	Richland	8015	8112	96.0	0.4	0.2	0.4	0.0	7317	5.4	17159
17161	147161	Illinois	Rock Island	72422	74739	73.9	9.2	0.2	2.1	0.0	68438	7.9	17161
17163	267029	Illinois	St. Clair	128729	138300	62.5	29.7	0.2	1.3	0.0	116537	8.9	17163
17165	24783	Illinois	Saline	12036	12747	91.8	3.7	0.3	0.6	0.0	9841	13.0	17165
17167	199016	Illinois	Sangamon	95552	103464	81.3	12.2	0.1	1.8	0.0	96155	7.9	17167
17169	7311	Illinois	Schuyler	3894	3417	94.0	4.5	0.2	0.0	0.0	3062	5.3	17169
17171	5198	Illinois	Scott	2530	2668	97.2	0.0	0.2	0.2	0.0	2370	9.4	17171
17173	22115	Illinois	Shelby	11012	11103	97.6	0.5	0.2	0.3	0.0	9895	6.2	17173
17175	5859	Illinois	Stark	2891	2968	96.7	0.8	0.0	0.6	0.0	2556	7.7	17175
17177	46625	Illinois	Stephenson	22568	24057	84.1	9.1	0.1	0.8	0.0	21853	9.9	17177
17179	135697	Illinois	Tazewell	66990	68707	94.3	1.2	0.1	0.9	0.0	64883	5.5	17179
17181	17551	Illinois	Union	8746	8805	91.7	1.2	0.1	0.4	0.0	7339	7.0	17181
17183	80368	Illinois	Vermilion	39901	40467	79.4	13.8	0.3	0.8	0.0	32514	10.7	17183
17185	11652	Illinois	Wabash	5685	5967	95.5	0.9	0.2	0.9	0.0	5501	8.7	17185
17187	17701	Illinois	Warren	8601	9100	85.7	2.6	0.2	1.7	0.0	8068	9.2	17187
17189	14457	Illinois	Washington	7242	7215	96.2	0.7	0.1	0.3	0.0	7194	5.5	17189
17191	16555	Illinois	Wayne	8201	8354	96.7	0.7	0.1	0.7	0.0	7523	5.3	17191
17193	14464	Illinois	White	7006	7458	97.0	0.4	0.0	0.4	0.0	6095	8.8	17193
17195	57525	Illinois	Whiteside	28306	29219	85.0	1.6	0.2	0.5	0.0	26336	8.1	17195
17197	683995	Illinois	Will	339609	344386	65.6	11.0	0.1	5.0	0.0	333433	7.8	17197
17199	67121	Illinois	Williamson	33323	33798	90.7	4.1	0.2	0.9	0.0	29214	7.0	17199
17201	290439	Illinois	Winnebago	141776	148663	71.1	12.4	0.1	2.5	0.0	131172	11.5	17201
